Region,Subregion,country,iso3_code,Indicator,Disaggregation,Gender,Source,Unit,Year,Value,Footnote
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,MD,Count,2009,38,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2009,0.82,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,MD,Count,2009,54,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2009,1.18,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),NCCP,Count,2010,91,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),NCCP,"Rate per  100,000 population",2010,0.97,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,MD,Count,2010,26,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2010,0.57,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,MD,Count,2010,64,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2010,1.37,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,Count,2011,25,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2011,0.53,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,Count,2011,56,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2011,1.19,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,Count,2011,81,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2011,0.86,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,Count,2012,21,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2012,0.45,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,Count,2012,46,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2012,0.97,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,Count,2012,68,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2012,0.71,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,Count,2013,26,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2013,0.54,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,Count,2013,61,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2013,1.27,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,Count,2013,87,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2013,0.9,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,Count,2014,25,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2014,0.52,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,Count,2014,62,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2014,1.28,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,Count,2014,87,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2014,0.9,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,Count,2015,29,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2015,0.59,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,Count,2015,83,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2015,1.7,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,Count,2015,112,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2015,1.15,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,Count,2016,29,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2016,0.59,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,Count,2016,77,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2016,1.57,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,Count,2016,106,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2016,1.08,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,Count,2017,27,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2017,0.55,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,Count,2017,86,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2017,1.74,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,Count,2017,113,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2017,1.14,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2017,11,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2017,0.11,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2017,1,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2017,0.02,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2017,10,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2017,0.2,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,Count,2018,33,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2018,0.66,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,Count,2018,75,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2018,1.5,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,Count,2018,108,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2018,1.08,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2018,26,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2018,0.26,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2018,4,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2018,0.08,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2018,22,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2018,0.44,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2019,18,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2019,0.18,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2019,2,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2019,0.04,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2019,16,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2019,0.32,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,Count,2019,25,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2019,0.5,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,Count,2019,86,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2019,1.71,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,Count,2019,111,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2019,1.11,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2020,17,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2020,0.17,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2020,4,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2020,0.08,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2020,13,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2020,0.26,IP - Intimate partner
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,External,Count,2020,17,IPFM - Intimate partner or family member
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,External,"Rate per  100,000 population",2020,0.17,IPFM - Intimate partner or family member
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,External,Count,2020,4,IPFM - Intimate partner or family member
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,External,"Rate per  100,000 population",2020,0.08,IPFM - Intimate partner or family member
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,External,Count,2020,13,IPFM - Intimate partner or family member
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,External,"Rate per  100,000 population",2020,0.26,IPFM - Intimate partner or family member
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),External,Count,2020,124,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Total (all ages),External,"Rate per  100,000 population",2020,1.23,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,External,Count,2020,99,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Male,External,"Rate per  100,000 population",2020,1.96,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,External,Count,2020,25,
Europe,Northern Europe,Sweden,SWE,Homicide: # of victims,-,Female,External,"Rate per  100,000 population",2020,0.5,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1990,110,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1990,1.65,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,1990,51,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1990,1.5,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,1990,58,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1990,1.81,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1991,98,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1991,1.46,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,1991,43,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1991,1.26,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,1991,54,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1991,1.67,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1992,93,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1992,1.37,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,1992,42,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1992,1.22,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,1992,50,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1992,1.53,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1993,105,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1993,1.53,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,1993,43,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1993,1.24,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,1993,61,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1993,1.83,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1994,80,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1994,1.15,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,1994,40,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1994,1.15,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,1994,39,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1994,1.16,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1995,82,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1995,1.17,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,1995,39,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1995,1.11,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,1995,42,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1995,1.24,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1996,83,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1996,1.18,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,1996,31,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1996,0.87,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,1996,51,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1996,1.51,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1997,87,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1997,1.23,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,1997,39,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1997,1.08,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,1997,47,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1997,1.39,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1998,76,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1998,1.07,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,1998,29,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1998,0.82,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,1998,46,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1998,1.34,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1999,89,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1999,1.25,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,1999,37,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1999,1.03,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,1999,51,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1999,1.48,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,Count,2000,69,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",2000,0.97,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,2000,38,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2000,1.06,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,2000,30,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2000,0.87,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),Eurostat,Count,2001,86,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),Eurostat,"Rate per  100,000 population",2001,1.2,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,2001,36,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2001,1,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,2001,49,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2001,1.41,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),Eurostat,Count,2002,86,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),Eurostat,"Rate per  100,000 population",2002,1.19,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,2002,49,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2002,1.34,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,2002,36,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2002,1.04,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,2003,39,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2003,1.06,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,2003,33,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2003,0.94,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,2004,38,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2004,1.03,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,2004,39,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2004,1.1,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,2005,37,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2005,0.99,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,2005,37,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2005,1.04,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,2006,37,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2006,0.99,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,2006,22,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2006,0.61,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,2007,26,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2007,0.68,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,2007,24,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2007,0.67,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,Count,2008,25,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2008,0.65,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,Count,2008,28,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2008,0.77,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,CTS,Count,2009,27,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2009,0.69,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,CTS,Count,2009,24,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2009,0.63,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),CTS,Count,2009,51,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2009,0.66,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2009,25,IPFM - Intimate partner or family member
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2009,0.32,IPFM - Intimate partner or family member
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2009,15,IP - Intimate partner
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2009,0.19,IP - Intimate partner
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2009,9,IPFM - Intimate partner or family member
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2009,0.24,IPFM - Intimate partner or family member
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2009,4,IP - Intimate partner
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2009,0.11,IP - Intimate partner
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2009,16,IPFM - Intimate partner or family member
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2009,0.41,IPFM - Intimate partner or family member
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2009,11,IP - Intimate partner
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2009,0.28,IP - Intimate partner
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,CTS,Count,2010,26,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2010,0.66,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,CTS,Count,2010,26,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2010,0.68,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),CTS,Count,2010,52,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2010,0.67,
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2010,26,IPFM - Intimate partner or family member
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2010,0.33,IPFM - Intimate partner or family member
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2010,16,IP - Intimate partner
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2010,0.2,IP - Intimate partner
Europe,Western Europe,Switzerland,CHE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2010,7,IPFM - Intimate partner or family member
